"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"3556","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3550","1700 to 1800","Feb-2021"
"3557","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","3","3200","1300 to 1400","Feb-2021"
"3558","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","3200","1300 to 1400","Feb-2021"
"3559","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","3300","1000 to 1100","Feb-2021"
"3560","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2400","1200 to 1300","Feb-2021"
"3561","LAKESIDE APARTMENTS","YUAN CHING ROAD","22","Non-landed Properties","NA","2900","1500 to 1600","Feb-2021"
"3562","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2800","700 to 800","Feb-2021"
"3563","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","2","2500","900 to 1000","Feb-2021"
"3564","LAKESIDE TOWER","YUAN CHING ROAD","22","Non-landed Properties","NA","2800","1900 to 2000","Jan-2021"
"3565","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2350","500 to 600","Jan-2021"
"3566","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","2","2600","1000 to 1100","Jan-2021"
"3567","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2400","400 to 500","Jan-2021"
"3568","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","800 to 900","Jan-2021"
"3569","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2200","500 to 600","Jan-2021"
"3570","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2300","400 to 500","Jan-2021"
"3571","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3100","800 to 900","Jan-2021"
"3572","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2350","1000 to 1100","Jan-2021"
"3573","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3000","700 to 800","Jan-2021"
"3574","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2350","700 to 800","Jan-2021"
"3575","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","2900","600 to 700","Jan-2021"
"3576","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2500","500 to 600","Jan-2021"
"3577","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3400","1000 to 1100","Jan-2021"
"3578","LAKESIDE APARTMENTS","YUAN CHING ROAD","22","Non-landed Properties","NA","3400","1500 to 1600","Jan-2021"
"3579","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2600","700 to 800","Jan-2021"
"3580","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3700","1100 to 1200","Jan-2021"
"3581","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","2600","800 to 900","Jan-2021"
"3582","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","2","2850","1700 to 1800","Jan-2021"
"3583","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2500","400 to 500","Jan-2021"
"3584","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3000","600 to 700","Jan-2021"
"3585","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","4","5000","1200 to 1300","Jan-2021"
"3586","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3800","1200 to 1300","Jan-2021"
"3587","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","4000","1300 to 1400","Jan-2021"
"3588","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","4000","1300 to 1400","Jan-2021"
"3589","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2520","500 to 600","Jan-2021"
"3590","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","2","2600","900 to 1000","Jan-2021"
"3591","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2600","600 to 700","Jan-2021"
"3592","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3800","1100 to 1200","Jan-2021"
"3593","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","3200","900 to 1000","Jan-2021"
"3594","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","4600","1300 to 1400","Jan-2021"
"3595","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2600","1000 to 1100","Jan-2021"
"3596","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2550","1300 to 1400","Jan-2021"
"3597","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","3700","1000 to 1100","Jan-2021"
"3598","PARK VIEW MANSION","YUAN CHING ROAD","22","Non-landed Properties","NA","3000","1300 to 1400","Jan-2021"
"3599","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","4","3300","1500 to 1600","Jan-2021"
"3600","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","3400","1200 to 1300","Jan-2021"
"3601","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3050","600 to 700","Jan-2021"
"3602","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3500","1000 to 1100","Jan-2021"
"3603","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2900","1200 to 1300","Jan-2021"
"3604","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","3","3800","1100 to 1200","Jan-2021"
"3605","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","1","2200","700 to 800","Jan-2021"
"3606","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2600","1000 to 1100","Jan-2021"
"3607","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","3","3000","1200 to 1300","Jan-2021"
"3608","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3150","1000 to 1100","Jan-2021"
"3609","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","2700","1100 to 1200","Jan-2021"
"3610","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3900","1200 to 1300","Jan-2021"
"3611","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2300","1000 to 1100","Jan-2021"
"3612","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2900","700 to 800","Jan-2021"
"3613","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","3100","700 to 800","Jan-2021"
"3614","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","4800","1200 to 1300","Jan-2021"
"3615","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","2800","800 to 900","Jan-2021"
"3616","LAKEPOINT CONDOMINIUM","LAKEPOINT DRIVE","22","Non-landed Properties","NA","4000","2700 to 2800","Jan-2021"
"3617","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2700","700 to 800","Jan-2021"
"3618","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","1","2300","400 to 500","Jan-2021"
"3619","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3100","900 to 1000","Jan-2021"
"3620","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2200","700 to 800","Jan-2021"
"3621","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2800","500 to 600","Jan-2021"
"3622","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","3350","700 to 800","Jan-2021"
"3623","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","NA","2600","1600 to 1700","Jan-2021"
"3624","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","NA","2500","1600 to 1700","Jan-2021"
"3625","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","2","2500","1000 to 1100","Jan-2021"
"3626","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","2","2600","1000 to 1100","Jan-2021"
"3627","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3000","600 to 700","Jan-2021"
"3628","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2200","1000 to 1100","Jan-2021"
"3629","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3000","700 to 800","Jan-2021"
"3630","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","NA","2950","1800 to 1900","Jan-2021"
"3631","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","4450","1000 to 1100","Jan-2021"
"3632","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","3800","900 to 1000","Jan-2021"
"3633","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3900","1300 to 1400","Jan-2021"
"3634","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2600","800 to 900","Jan-2021"
"3635","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","3","3700","1200 to 1300","Jan-2021"
"3636","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","4","5400","1100 to 1200","Jan-2021"
"3637","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2900","600 to 700","Jan-2021"
"3638","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2700","700 to 800","Jan-2021"
"3639","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","1","2050","400 to 500","Jan-2021"
"3640","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","3","3400","900 to 1000","Jan-2021"
"3641","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3000","600 to 700","Jan-2021"
"3642","LAKEPOINT CONDOMINIUM","LAKEPOINT DRIVE","22","Non-landed Properties","NA","3000","2000 to 2100","Jan-2021"
"3643","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","3300","1100 to 1200","Jan-2021"
"3644","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","1","2250","600 to 700","Jan-2021"
"3645","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","3500","1100 to 1200","Jan-2021"
"3646","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3100","1200 to 1300","Jan-2021"
"3647","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2900","1300 to 1400","Jan-2021"
"3648","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","4000","1200 to 1300","Jan-2021"
"3649","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","3860","1300 to 1400","Jan-2021"
"3650","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","1","2300","500 to 600","Jan-2021"
"3651","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","1950","1100 to 1200","Jan-2021"
"3652","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","3800","1300 to 1400","Jan-2021"
"3653","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2300","600 to 700","Jan-2021"
"3654","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","2950","1100 to 1200","Jan-2021"
"3655","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","NA","2400","1400 to 1500","Jan-2021"
"3656","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","4","5000","1200 to 1300","Jan-2021"
"3657","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2500","1000 to 1100","Jan-2021"
"3658","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","2700","900 to 1000","Jan-2021"
"3659","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2200","600 to 700","Jan-2021"
"3660","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","2","2200","800 to 900","Jan-2021"
"3661","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2900","700 to 800","Jan-2021"
"3662","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","2","2450","1000 to 1100","Jan-2021"
"3663","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","3000","1100 to 1200","Jan-2021"
"3664","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","2850","900 to 1000","Jan-2021"
"3665","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2800","700 to 800","Jan-2021"
"3666","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2750","700 to 800","Jan-2021"
"3667","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3200","600 to 700","Jan-2021"
"3668","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3200","700 to 800","Jan-2021"
"3669","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","3","3400","1200 to 1300","Jan-2021"
"3670","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","3100","1200 to 1300","Jan-2021"
"3671","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2200","500 to 600","Jan-2021"
"3672","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","2","2550","1000 to 1100","Jan-2021"
"3673","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","4","5300","1100 to 1200","Jan-2021"
"3674","LAKESIDE APARTMENTS","YUAN CHING ROAD","22","Non-landed Properties","NA","3200","1500 to 1600","Jan-2021"
"3675","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","4500","900 to 1000","Jan-2021"
"3676","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3300","1000 to 1100","Jan-2021"
"3677","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","2900","900 to 1000","Jan-2021"
"3678","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3100","900 to 1000","Jan-2021"
"3679","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","1","2200","400 to 500","Jan-2021"
"3680","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","2","2900","1000 to 1100","Jan-2021"
"3681","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2800","700 to 800","Jan-2021"
"3682","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2900","700 to 800","Jan-2021"
"3683","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","1","2200","400 to 500","Jan-2021"
"3684","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3600","700 to 800","Jan-2021"
"3685","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","2900","900 to 1000","Jan-2021"
"3686","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3200","1100 to 1200","Jan-2021"
"3687","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","2800","900 to 1000","Jan-2021"
"3688","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3500","1000 to 1100","Jan-2021"
"3689","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3300","1000 to 1100","Jan-2021"
"3690","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","4000","1600 to 1700","Jan-2021"
"3691","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3650","1100 to 1200","Jan-2021"
"3692","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","NA","2500","1400 to 1500","Jan-2021"
"3693","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","3","2900","1200 to 1300","Jan-2021"
"3694","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3900","1100 to 1200","Jan-2021"
"3695","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2400","400 to 500","Jan-2021"
"3696","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","2700","1200 to 1300","Jan-2021"
"3697","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2100","700 to 800","Jan-2021"
"3698","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3300","1000 to 1100","Jan-2021"
"3699","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","4300","1200 to 1300","Jan-2021"
"3700","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3550","1000 to 1100","Jan-2021"
"3701","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3100","1100 to 1200","Jan-2021"
"3702","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2100","400 to 500","Jan-2021"
"3703","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3200","1100 to 1200","Jan-2021"
"3704","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2750","700 to 800","Jan-2021"
"3705","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3500","900 to 1000","Jan-2021"
"3706","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","4","3200","1500 to 1600","Jan-2021"
"3707","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2300","1000 to 1100","Jan-2021"
"3708","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","2","2600","900 to 1000","Jan-2021"
"3709","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2600","400 to 500","Jan-2021"
"3710","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","1","2300","700 to 800","Jan-2021"
"3711","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","5","4000","1700 to 1800","Jan-2021"
"3712","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2550","700 to 800","Jan-2021"
"3713","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2000","400 to 500","Jan-2021"
"3714","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2400","1000 to 1100","Jan-2021"
"3715","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3250","1100 to 1200","Jan-2021"
"3716","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","3150","700 to 800","Jan-2021"
"3717","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3000","1000 to 1100","Jan-2021"
"3718","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3100","600 to 700","Jan-2021"
"3719","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","4","4400","1400 to 1500","Jan-2021"
"3720","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3200","600 to 700","Jan-2021"
"3721","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2550","600 to 700","Jan-2021"
"3722","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2900","700 to 800","Jan-2021"
"3723","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3650","1200 to 1300","Jan-2021"
"3724","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","2","2500","900 to 1000","Jan-2021"
"3725","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3000","900 to 1000","Jan-2021"
"3726","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3200","1000 to 1100","Jan-2021"
"3727","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","2","2700","900 to 1000","Jan-2021"
"3728","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3100","900 to 1000","Jan-2021"
"3729","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2300","400 to 500","Jan-2021"
"3730","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3000","600 to 700","Jan-2021"
"3731","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","2900","1200 to 1300","Jan-2021"
"3732","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2800","1200 to 1300","Jan-2021"
"3733","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3100","900 to 1000","Jan-2021"
"3734","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","1","1800","600 to 700","Jan-2021"
"3735","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","2900","1000 to 1100","Jan-2021"
"3736","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2250","700 to 800","Jan-2021"
"3737","LAKESIDE APARTMENTS","YUAN CHING ROAD","22","Non-landed Properties","NA","2600","1500 to 1600","Jan-2021"
"3738","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","3","4600","1200 to 1300","Jan-2021"
"3739","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","3700","900 to 1000","Jan-2021"
"3740","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","4000","1300 to 1400","Jan-2021"
"3741","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","3","3800","1200 to 1300","Jan-2021"
"3742","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3100","1000 to 1100","Jan-2021"
"3743","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","2","2450","800 to 900","Jan-2021"
"3744","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3350","1500 to 1600","Jan-2021"
"3745","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","NA","2000","1400 to 1500","Jan-2021"
"3746","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2300","400 to 500","Jan-2021"
"3747","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","700 to 800","Jan-2021"
"3748","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","4","3300","1300 to 1400","Jan-2021"
"3749","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","1","2200","400 to 500","Jan-2021"
"3750","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","3","3100","1200 to 1300","Jan-2021"
"3751","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","700 to 800","Jan-2021"
"3752","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","4","4000","1500 to 1600","Jan-2021"
"3753","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","NA","2500","1400 to 1500","Jan-2021"
"3754","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","700 to 800","Jan-2021"
"3755","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3000","1100 to 1200","Jan-2021"
"3756","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3400","1100 to 1200","Jan-2021"
"3757","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2000","500 to 600","Jan-2021"
"3758","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","NA","2200","1600 to 1700","Jan-2021"
"3759","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3400","1100 to 1200","Jan-2021"
"3760","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","4","5000","1200 to 1300","Jan-2021"
"3761","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","3","3600","900 to 1000","Jan-2021"
"3762","LAKESIDE APARTMENTS","YUAN CHING ROAD","22","Non-landed Properties","NA","2400","1500 to 1600","Jan-2021"
"3763","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","3","2500","1200 to 1300","Jan-2021"
"3764","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2650","1200 to 1300","Jan-2021"
"3765","LAKEPOINT CONDOMINIUM","LAKEPOINT DRIVE","22","Non-landed Properties","NA","3000","1800 to 1900","Jan-2021"
"3766","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3400","1100 to 1200","Jan-2021"
"3767","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","NA","2900","1400 to 1500","Jan-2021"
"3768","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2350","400 to 500","Jan-2021"
"3769","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","2","2300","1000 to 1100","Jan-2021"
"3770","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","2","2500","900 to 1000","Jan-2021"
"3771","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","2600","600 to 700","Jan-2021"
"3772","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3550","700 to 800","Jan-2021"
"3773","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3300","1000 to 1100","Jan-2021"
"3774","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2500","500 to 600","Jan-2021"
"3775","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2850","700 to 800","Jan-2021"
"3776","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","3","3100","800 to 900","Jan-2021"
"3777","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2900","700 to 800","Jan-2021"
"3778","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","4","4400","1400 to 1500","Jan-2021"
"3779","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3600","700 to 800","Jan-2021"
"3780","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","2","2200","1000 to 1100","Jan-2021"
"3781","LAKEPOINT CONDOMINIUM","LAKEPOINT DRIVE","22","Non-landed Properties","NA","2200","900 to 1000","Jan-2021"
"3782","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","NA","3000","1700 to 1800","Jan-2021"
"3783","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2500","400 to 500","Jan-2021"
"3784","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","4100","900 to 1000","Jan-2021"
"3785","LAKEPOINT CONDOMINIUM","LAKEPOINT DRIVE","22","Non-landed Properties","NA","2000","1800 to 1900","Jan-2021"
"3786","LAKESIDE APARTMENTS","YUAN CHING ROAD","22","Non-landed Properties","NA","3000","1500 to 1600","Jan-2021"
"3787","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","3","3000","1200 to 1300","Jan-2021"
"3788","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","3350","700 to 800","Jan-2021"
"3789","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2600","600 to 700","Jan-2021"
"3790","LAKESIDE TOWER","YUAN CHING ROAD","22","Non-landed Properties","NA","3750","1900 to 2000","Jan-2021"
