"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"1636","THE LINEAR","UPPER BUKIT TIMAH ROAD","23","Non-landed Properties","3","3200","1200 to 1300","Dec-2021"
"1637","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","3","2800","1200 to 1300","Dec-2021"
"1638","LAUREL TREE","HILLVIEW TERRACE","23","Non-landed Properties","NA","2350","400 to 500","Dec-2021"
"1639","FORESQUE RESIDENCES","PETIR ROAD","23","Non-landed Properties","3","4500","1100 to 1200","Dec-2021"
"1640","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","2","2300","800 to 900","Dec-2021"
"1641","ESPA","CASHEW ROAD","23","Non-landed Properties","4","3000","1200 to 1300","Dec-2021"
"1642","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","2","2800","800 to 900","Dec-2021"
"1643","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","4","4650","1300 to 1400","Dec-2021"
"1644","CASHEW PARK CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","3100","1200 to 1300","Dec-2021"
"1645","LAUREL TREE","HILLVIEW TERRACE","23","Non-landed Properties","NA","2480","400 to 500","Dec-2021"
"1646","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","2","3100","1000 to 1100","Dec-2021"
"1647","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2700","1200 to 1300","Dec-2021"
"1648","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","4","3000","1200 to 1300","Dec-2021"
"1649","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","2","3200","800 to 900","Dec-2021"
"1650","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","3","4350","2100 to 2200","Dec-2021"
"1651","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","2","2300","1000 to 1100","Dec-2021"
"1652","MI CASA","CHOA CHU KANG AVENUE 3","23","Non-landed Properties","3","3500","1200 to 1300","Dec-2021"
"1653","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","23","Non-landed Properties","3","2400","1100 to 1200","Dec-2021"
"1654","HAZEL PARK CONDOMINIUM","HAZEL PARK TERRACE","23","Non-landed Properties","3","2700","1300 to 1400","Dec-2021"
"1655","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2250","600 to 700","Dec-2021"
"1656","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","2","3300","800 to 900","Dec-2021"
"1657","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","2","2400","900 to 1000","Dec-2021"
"1658","LE QUEST","BUKIT BATOK STREET 41","23","Non-landed Properties","1","2300","400 to 500","Dec-2021"
"1659","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2300","1000 to 1100","Dec-2021"
"1660","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","23","Non-landed Properties","3","2350","1100 to 1200","Dec-2021"
"1661","THE MADEIRA","BUKIT BATOK STREET 31","23","Non-landed Properties","2","2500","1000 to 1100","Dec-2021"
"1662","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","3","3000","1300 to 1400","Dec-2021"
"1663","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","2000","400 to 500","Dec-2021"
"1664","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","2","2800","900 to 1000","Dec-2021"
"1665","HILLBROOKS","HILLVIEW AVENUE","23","Non-landed Properties","2","2000","900 to 1000","Dec-2021"
"1666","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","2","3008","700 to 800","Dec-2021"
"1667","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","3","3600","1200 to 1300","Dec-2021"
"1668","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","3","3100","1000 to 1100","Dec-2021"
"1669","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","2300","600 to 700","Dec-2021"
"1670","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","2","2800","700 to 800","Dec-2021"
"1671","ESPA","CASHEW ROAD","23","Non-landed Properties","3","2500","1000 to 1100","Dec-2021"
"1672","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","3","2999","900 to 1000","Dec-2021"
"1673","HILLTOP GROVE","HILLVIEW AVENUE","23","Non-landed Properties","3","3200","1400 to 1500","Dec-2021"
"1674","LAUREL TREE","HILLVIEW TERRACE","23","Non-landed Properties","NA","2400","400 to 500","Dec-2021"
"1675","HAZEL PARK CONDOMINIUM","HAZEL PARK TERRACE","23","Non-landed Properties","3","2500","1300 to 1400","Dec-2021"
"1676","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","2","2500","800 to 900","Dec-2021"
"1677","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","2","2300","900 to 1000","Dec-2021"
"1678","THE LINEAR","UPPER BUKIT TIMAH ROAD","23","Non-landed Properties","3","3600","1700 to 1800","Dec-2021"
"1679","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","1","2200","500 to 600","Dec-2021"
"1680","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","3","3300","900 to 1000","Dec-2021"
"1681","PALM GARDENS","HONG SAN WALK","23","Non-landed Properties","3","2900","1200 to 1300","Dec-2021"
"1682","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","2","2550","900 to 1000","Dec-2021"
"1683","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","23","Non-landed Properties","3","3300","1100 to 1200","Dec-2021"
"1684","LE QUEST","BUKIT BATOK STREET 41","23","Non-landed Properties","2","2900","600 to 700","Dec-2021"
"1685","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","2","2600","900 to 1000","Dec-2021"
"1686","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","1800","500 to 600","Dec-2021"
"1687","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","2","2000","500 to 600","Dec-2021"
"1688","THE DAIRY FARM","DAIRY FARM ROAD","23","Non-landed Properties","2","3200","1500 to 1600","Dec-2021"
"1689","THE WARREN","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2600","1000 to 1100","Dec-2021"
"1690","FORESQUE RESIDENCES","PETIR ROAD","23","Non-landed Properties","3","3800","1200 to 1300","Dec-2021"
"1691","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","2300","400 to 500","Dec-2021"
"1692","THE PETALS","HILLVIEW AVENUE","23","Non-landed Properties","3","3200","1200 to 1300","Dec-2021"
"1693","THE SKYWOODS","DAIRY FARM HEIGHTS","23","Non-landed Properties","3","3500","1000 to 1100","Dec-2021"
"1694","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","1900","600 to 700","Dec-2021"
"1695","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","2","2600","500 to 600","Dec-2021"
"1696","HILLINGTON GREEN","HILLVIEW AVENUE","23","Non-landed Properties","3","4600","1700 to 1800","Dec-2021"
"1697","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","2","2700","700 to 800","Dec-2021"
"1698","HAZEL PARK CONDOMINIUM","HAZEL PARK TERRACE","23","Non-landed Properties","2","2600","900 to 1000","Dec-2021"
"1699","MI CASA","CHOA CHU KANG AVENUE 3","23","Non-landed Properties","4","3300","1200 to 1300","Dec-2021"
"1700","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2450","600 to 700","Dec-2021"
"1701","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","3","2700","1300 to 1400","Dec-2021"
"1702","HILLSTA","PHOENIX ROAD","23","Non-landed Properties","2","2550","800 to 900","Dec-2021"
"1703","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","2200","400 to 500","Dec-2021"
"1704","THE WARREN","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2700","1100 to 1200","Dec-2021"
"1705","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","2","2750","900 to 1000","Dec-2021"
"1706","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","1","2200","500 to 600","Dec-2021"
"1707","LE QUEST","BUKIT BATOK STREET 41","23","Non-landed Properties","2","2600","600 to 700","Dec-2021"
"1708","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2700","1200 to 1300","Dec-2021"
"1709","PARK NATURA","BUKIT BATOK EAST AVENUE 6","23","Non-landed Properties","3","3750","1300 to 1400","Dec-2021"
"1710","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","2","2350","800 to 900","Dec-2021"
"1711","HILLSTA","PHOENIX ROAD","23","Non-landed Properties","2","2550","900 to 1000","Dec-2021"
"1712","YEWTEE RESIDENCES","CHOA CHU KANG NORTH 6","23","Non-landed Properties","3","3600","1100 to 1200","Dec-2021"
"1713","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","3","3500","1100 to 1200","Dec-2021"
"1714","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","2100","600 to 700","Dec-2021"
"1715","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","2","3000","800 to 900","Dec-2021"
"1716","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","3","3050","1300 to 1400","Dec-2021"
"1717","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","3","3400","1100 to 1200","Dec-2021"
"1718","LAUREL TREE","HILLVIEW TERRACE","23","Non-landed Properties","NA","2600","400 to 500","Dec-2021"
"1719","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","2","3200","700 to 800","Dec-2021"
"1720","HILLSTA","PHOENIX ROAD","23","Non-landed Properties","1","2400","500 to 600","Dec-2021"
"1721","LE QUEST","BUKIT BATOK STREET 41","23","Non-landed Properties","2","3000","600 to 700","Dec-2021"
"1722","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","3","2900","1300 to 1400","Dec-2021"
"1723","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","2","2200","1000 to 1100","Dec-2021"
"1724","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","5","7900","2500 to 2600","Dec-2021"
"1725","ESPA","CASHEW ROAD","23","Non-landed Properties","3","3000","1000 to 1100","Dec-2021"
"1726","PARK NATURA","BUKIT BATOK EAST AVENUE 6","23","Non-landed Properties","4","5350","1700 to 1800","Dec-2021"
"1727","HAZEL PARK CONDOMINIUM","HAZEL PARK TERRACE","23","Non-landed Properties","3","2600","1300 to 1400","Dec-2021"
"1728","HILLINGTON GREEN","HILLVIEW AVENUE","23","Non-landed Properties","3","3100","1300 to 1400","Dec-2021"
"1729","THE MADEIRA","BUKIT BATOK STREET 31","23","Non-landed Properties","3","3100","1300 to 1400","Dec-2021"
"1730","PARK NATURA","BUKIT BATOK EAST AVENUE 6","23","Non-landed Properties","4","5300","1700 to 1800","Dec-2021"
"1731","LE QUEST","BUKIT BATOK STREET 41","23","Non-landed Properties","4","4500","1100 to 1200","Dec-2021"
"1732","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","3","2500","1100 to 1200","Dec-2021"
"1733","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","1900","400 to 500","Dec-2021"
"1734","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","2","2550","700 to 800","Dec-2021"
"1735","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","2100","400 to 500","Dec-2021"
"1736","THE LINEAR","UPPER BUKIT TIMAH ROAD","23","Non-landed Properties","1","2200","800 to 900","Dec-2021"
"1737","MI CASA","CHOA CHU KANG AVENUE 3","23","Non-landed Properties","3","3050","1200 to 1300","Dec-2021"
"1738","LE QUEST","BUKIT BATOK STREET 41","23","Non-landed Properties","1","2300","400 to 500","Dec-2021"
"1739","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","3","3425","1400 to 1500","Dec-2021"
"1740","HILLVIEW 128","HILLVIEW AVENUE","23","Non-landed Properties","3","2250","1000 to 1100","Dec-2021"
"1741","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2300","600 to 700","Dec-2021"
"1742","THE JADE","BUKIT BATOK CENTRAL LINK","23","Non-landed Properties","2","2600","1000 to 1100","Dec-2021"
"1743","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","1800","400 to 500","Dec-2021"
"1744","HAZEL PARK CONDOMINIUM","HAZEL PARK TERRACE","23","Non-landed Properties","4","2850","1500 to 1600","Dec-2021"
"1745","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","2","3000","700 to 800","Dec-2021"
"1746","THE DAIRY FARM","DAIRY FARM ROAD","23","Non-landed Properties","3","4600","2200 to 2300","Dec-2021"
"1747","PALM GARDENS","HONG SAN WALK","23","Non-landed Properties","3","3100","1200 to 1300","Dec-2021"
"1748","MERAWOODS","HILLVIEW AVENUE","23","Non-landed Properties","3","2550","1300 to 1400","Dec-2021"
"1749","THE JADE","BUKIT BATOK CENTRAL LINK","23","Non-landed Properties","2","3500","1000 to 1100","Dec-2021"
"1750","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2600","1000 to 1100","Dec-2021"
"1751","PALM GARDENS","HONG SAN WALK","23","Non-landed Properties","3","2500","1200 to 1300","Dec-2021"
"1752","THE MADEIRA","BUKIT BATOK STREET 31","23","Non-landed Properties","3","3600","1300 to 1400","Dec-2021"
"1753","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2200","600 to 700","Dec-2021"
"1754","CASHEW PARK CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2600","1300 to 1400","Dec-2021"
"1755","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","2","2600","1000 to 1100","Dec-2021"
"1756","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2200","1000 to 1100","Dec-2021"
"1757","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","3","3700","1200 to 1300","Dec-2021"
"1758","MERALODGE","HILLVIEW AVENUE","23","Non-landed Properties","2","3000","1100 to 1200","Dec-2021"
"1759","THE WARREN","CHOA CHU KANG LOOP","23","Non-landed Properties","3","2900","1200 to 1300","Dec-2021"
"1760","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","2050","600 to 700","Dec-2021"
"1761","HILLVIEW PARK","HILLVIEW AVENUE","23","Non-landed Properties","3","3250","1200 to 1300","Dec-2021"
"1762","NON-LANDED HOUSING DEVELOPMENT","CHU LIN ROAD","23","Non-landed Properties","NA","2200","1200 to 1300","Dec-2021"
"1763","THE WARREN","CHOA CHU KANG LOOP","23","Non-landed Properties","3","2500","1200 to 1300","Dec-2021"
"1764","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","2100","600 to 700","Dec-2021"
"1765","THE MADEIRA","BUKIT BATOK STREET 31","23","Non-landed Properties","3","2800","1300 to 1400","Dec-2021"
"1766","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","2","2000","600 to 700","Dec-2021"
"1767","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","2","2700","800 to 900","Dec-2021"
"1768","HILLBROOKS","HILLVIEW AVENUE","23","Non-landed Properties","2","2200","900 to 1000","Dec-2021"
"1769","THE WARREN","CHOA CHU KANG LOOP","23","Non-landed Properties","3","2800","1200 to 1300","Dec-2021"
"1770","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","2","2400","900 to 1000","Dec-2021"
"1771","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","23","Non-landed Properties","3","2900","1100 to 1200","Dec-2021"
"1772","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","2400","600 to 700","Dec-2021"
"1773","HILLSTA","PHOENIX ROAD","23","Non-landed Properties","2","2600","800 to 900","Dec-2021"
"1774","THE AMSTON","HILLVIEW AVENUE","23","Non-landed Properties","3","3000","1200 to 1300","Dec-2021"
"1775","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","23","Non-landed Properties","2","2400","900 to 1000","Dec-2021"
"1776","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","3","3000","1300 to 1400","Dec-2021"
"1777","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","1900","400 to 500","Dec-2021"
"1778","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","23","Non-landed Properties","3","3200","1100 to 1200","Dec-2021"
"1779","THE SKYWOODS","DAIRY FARM HEIGHTS","23","Non-landed Properties","3","3300","900 to 1000","Dec-2021"
"1780","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","2","2800","600 to 700","Dec-2021"
"1781","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","3","3100","1000 to 1100","Dec-2021"
"1782","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","4","4000","2500 to 2600","Dec-2021"
"1783","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","2","2450","1000 to 1100","Dec-2021"
"1784","MI CASA","CHOA CHU KANG AVENUE 3","23","Non-landed Properties","2","2500","1100 to 1200","Dec-2021"
"1785","THE JADE","BUKIT BATOK CENTRAL LINK","23","Non-landed Properties","2","3100","1000 to 1100","Dec-2021"
"1786","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","1850","400 to 500","Dec-2021"
"1787","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2500","1600 to 1700","Dec-2021"
"1788","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","2","2900","900 to 1000","Dec-2021"
"1789","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","1","2200","500 to 600","Dec-2021"
"1790","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","2","3200","800 to 900","Dec-2021"
"1791","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","2300","400 to 500","Dec-2021"
"1792","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","2","2750","900 to 1000","Dec-2021"
"1793","THE WARREN","CHOA CHU KANG LOOP","23","Non-landed Properties","3","3000","1200 to 1300","Dec-2021"
"1794","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","3","3050","1200 to 1300","Dec-2021"
"1795","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","3","2900","1200 to 1300","Dec-2021"
"1796","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","23","Non-landed Properties","2","2250","900 to 1000","Dec-2021"
"1797","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","2","2200","800 to 900","Dec-2021"
"1798","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","2350","600 to 700","Dec-2021"
"1799","THE WARREN","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2700","1000 to 1100","Dec-2021"
"1800","CENTURY MANSIONS","JALAN REMAJA","23","Non-landed Properties","3","2100","900 to 1000","Dec-2021"
"1801","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","2","2400","700 to 800","Dec-2021"
"1802","TREE HOUSE","CHESTNUT AVENUE","23","Non-landed Properties","2","2380","800 to 900","Dec-2021"
"1803","THE SKYWOODS","DAIRY FARM HEIGHTS","23","Non-landed Properties","1","2400","500 to 600","Dec-2021"
"1804","THE LINEAR","UPPER BUKIT TIMAH ROAD","23","Non-landed Properties","3","2800","1200 to 1300","Dec-2021"
"1805","LE QUEST","BUKIT BATOK STREET 41","23","Non-landed Properties","2","3100","600 to 700","Dec-2021"
"1806","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","3","4400","1100 to 1200","Dec-2021"
"1807","LAUREL TREE","HILLVIEW TERRACE","23","Non-landed Properties","NA","2274","400 to 500","Dec-2021"
"1808","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","3","2500","1100 to 1200","Dec-2021"
"1809","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2800","1200 to 1300","Dec-2021"
"1810","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","1","1950","400 to 500","Dec-2021"
"1811","FORESQUE RESIDENCES","PETIR ROAD","23","Non-landed Properties","3","3450","1100 to 1200","Dec-2021"
"1812","THE DAIRY FARM","DAIRY FARM ROAD","23","Non-landed Properties","3","4100","2100 to 2200","Dec-2021"
"1813","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","3","3500","1100 to 1200","Dec-2021"
"1814","THE SKYWOODS","DAIRY FARM HEIGHTS","23","Non-landed Properties","3","3700","1100 to 1200","Dec-2021"
"1815","MI CASA","CHOA CHU KANG AVENUE 3","23","Non-landed Properties","3","2800","1300 to 1400","Dec-2021"
"1816","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","2","2500","800 to 900","Dec-2021"
"1817","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","3","4700","1500 to 1600","Dec-2021"
"1818","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","3","2450","1200 to 1300","Dec-2021"
"1819","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","1","650","500 to 600","Dec-2021"
"1820","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","4","3800","1600 to 1700","Dec-2021"
"1821","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","2","3300","1000 to 1100","Dec-2021"
"1822","HILLSTA","PHOENIX ROAD","23","Non-landed Properties","2","2600","800 to 900","Dec-2021"
"1823","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","3","2800","1300 to 1400","Dec-2021"
"1824","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","2","2750","900 to 1000","Dec-2021"
"1825","LE QUEST","BUKIT BATOK STREET 41","23","Non-landed Properties","NA","2000","400 to 500","Dec-2021"
"1826","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2700","1200 to 1300","Dec-2021"
"1827","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","1","2300","600 to 700","Dec-2021"
"1828","YEWTEE RESIDENCES","CHOA CHU KANG NORTH 6","23","Non-landed Properties","3","2550","1100 to 1200","Dec-2021"
"1829","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","4","4500","1800 to 1900","Dec-2021"
"1830","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","1800","400 to 500","Dec-2021"
"1831","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","2","2800","700 to 800","Dec-2021"
"1832","THE DAIRY FARM","DAIRY FARM ROAD","23","Non-landed Properties","2","2200","1100 to 1200","Dec-2021"
"1833","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","2","2200","900 to 1000","Dec-2021"
"1834","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","1","1950","400 to 500","Dec-2021"
"1835","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","2","2500","1000 to 1100","Dec-2021"
"1836","HILLVISTA","ELIZABETH DRIVE","23","Non-landed Properties","2","2800","900 to 1000","Dec-2021"
"1837","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","2","2750","700 to 800","Dec-2021"
"1838","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","2","2500","1000 to 1100","Dec-2021"
"1839","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","4000","1600 to 1700","Dec-2021"
"1840","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","2","2700","800 to 900","Dec-2021"
"1841","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","3300","1200 to 1300","Dec-2021"
"1842","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","2","2150","900 to 1000","Dec-2021"
"1843","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","23","Non-landed Properties","2","2200","900 to 1000","Dec-2021"
"1844","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","2200","400 to 500","Dec-2021"
"1845","HILLVIEW 128","HILLVIEW AVENUE","23","Non-landed Properties","3","3300","1000 to 1100","Dec-2021"
"1846","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2200","500 to 600","Dec-2021"
"1847","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","2","2800","900 to 1000","Dec-2021"
"1848","PALM GARDENS","HONG SAN WALK","23","Non-landed Properties","3","2350","1200 to 1300","Dec-2021"
"1849","THE JADE","BUKIT BATOK CENTRAL LINK","23","Non-landed Properties","3","3800","1300 to 1400","Dec-2021"
"1850","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","2","2500","1000 to 1100","Dec-2021"
"1851","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","NA","2000","400 to 500","Dec-2021"
"1852","THE JADE","BUKIT BATOK CENTRAL LINK","23","Non-landed Properties","3","3600","1300 to 1400","Dec-2021"
"1853","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2400","1200 to 1300","Dec-2021"
"1854","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","2","2900","900 to 1000","Dec-2021"
"1855","THE PETALS","HILLVIEW AVENUE","23","Non-landed Properties","2","2500","1000 to 1100","Dec-2021"
"1856","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","3","2900","1100 to 1200","Dec-2021"
"1857","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2200","600 to 700","Dec-2021"
"1858","HILLBROOKS","HILLVIEW AVENUE","23","Non-landed Properties","2","2400","1000 to 1100","Dec-2021"
"1859","HAZEL PARK CONDOMINIUM","HAZEL PARK TERRACE","23","Non-landed Properties","3","2450","1300 to 1400","Dec-2021"
"1860","CASHEW PARK CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","3300","1300 to 1400","Dec-2021"
"1861","HILLTOP GROVE","HILLVIEW AVENUE","23","Non-landed Properties","2","2800","1200 to 1300","Dec-2021"
"1862","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","2300","600 to 700","Dec-2021"
"1863","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","23","Non-landed Properties","3","3320","1100 to 1200","Dec-2021"
"1864","MI CASA","CHOA CHU KANG AVENUE 3","23","Non-landed Properties","2","2500","900 to 1000","Dec-2021"
"1865","FORESQUE RESIDENCES","PETIR ROAD","23","Non-landed Properties","1","1750","400 to 500","Dec-2021"
"1866","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","3200","1600 to 1700","Dec-2021"
"1867","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","2","2550","900 to 1000","Dec-2021"
"1868","HILLSTA","PHOENIX ROAD","23","Non-landed Properties","3","3200","1200 to 1300","Dec-2021"
