"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"5415","MONVILLE MANSIONS","BALESTIER ROAD","12","Non-landed Properties","3","3600","1600 to 1700","Dec-2020"
"5416","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","2","2450","600 to 700","Dec-2020"
"5417","EURO-ASIA APARTMENTS","SERANGOON ROAD","12","Non-landed Properties","2","2600","900 to 1000","Dec-2020"
"5418","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","2","2300","600 to 700","Dec-2020"
"5419","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","2","2500","700 to 800","Dec-2020"
"5420","THE VERVE","JALAN RAJAH","12","Non-landed Properties","1","2000","600 to 700","Dec-2020"
"5421","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","NA","1750","300 to 400","Dec-2020"
"5422","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","1","2200","400 to 500","Dec-2020"
"5423","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","2","2800","800 to 900","Dec-2020"
"5424","PINNACLE 16","SHAN ROAD","12","Non-landed Properties","1","2300","500 to 600","Dec-2020"
"5425","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","2","3200","900 to 1000","Dec-2020"
"5426","SKYSUITES17","JALAN RAJAH","12","Non-landed Properties","1","1800","300 to 400","Dec-2020"
"5427","CALARASI","KIM KEAT LANE","12","Non-landed Properties","3","2800","1100 to 1200","Dec-2020"
"5428","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2800","600 to 700","Dec-2020"
"5429","AIRSTREAM","ST. MICHAEL'S ROAD","12","Non-landed Properties","NA","1650","300 to 400","Dec-2020"
"5430","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","2500","700 to 800","Dec-2020"
"5431","THE CALLISTA","MAR THOMA ROAD","12","Non-landed Properties","2","2300","800 to 900","Dec-2020"
"5432","THE TIER","PEGU ROAD","12","Non-landed Properties","1","2000","500 to 600","Dec-2020"
"5433","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","1","1850","400 to 500","Dec-2020"
"5434","NOVA 88","BHAMO ROAD","12","Non-landed Properties","1","2200","600 to 700","Dec-2020"
"5435","D'MIRA","BOON TECK ROAD","12","Non-landed Properties","3","3500","1200 to 1300","Dec-2020"
"5436","NOVA 48","PROME ROAD","12","Non-landed Properties","1","2000","600 to 700","Dec-2020"
"5437","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2700","500 to 600","Dec-2020"
"5438","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","3500","1600 to 1700","Dec-2020"
"5439","NON-LANDED HOUSING DEVELOPMENT","BALESTIER ROAD","12","Non-landed Properties","NA","4000","900 to 1000","Dec-2020"
"5440","ST MICHAEL REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","3000","1200 to 1300","Dec-2020"
"5441","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","3","3500","1100 to 1200","Dec-2020"
"5442","NOVA 88","BHAMO ROAD","12","Non-landed Properties","2","2700","900 to 1000","Dec-2020"
"5443","BOON TECK LODGE","BOON TECK ROAD","12","Non-landed Properties","NA","3100","1200 to 1300","Dec-2020"
"5444","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","1","1900","400 to 500","Dec-2020"
"5445","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2500","500 to 600","Dec-2020"
"5446","8 RAJA","JALAN RAJA UDANG","12","Non-landed Properties","3","4300","1500 to 1600","Dec-2020"
"5447","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","4","4600","1200 to 1300","Dec-2020"
"5448","CITY SUITES","BALESTIER ROAD","12","Non-landed Properties","1","2000","400 to 500","Dec-2020"
"5449","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2675","800 to 900","Dec-2020"
"5450","THE CITRINE","JALAN DATOH","12","Non-landed Properties","2","2600","900 to 1000","Dec-2020"
"5451","THE MEZZO","BALESTIER ROAD","12","Non-landed Properties","2","2900","800 to 900","Dec-2020"
"5452","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","2","4800","900 to 1000","Dec-2020"
"5453","RIVIERA 38","MAR THOMA ROAD","12","Non-landed Properties","1","2450","500 to 600","Dec-2020"
"5454","THE CITRINE","JALAN DATOH","12","Non-landed Properties","3","3500","1100 to 1200","Dec-2020"
"5455","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","3","3400","1000 to 1100","Dec-2020"
"5456","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","NA","1750","400 to 500","Dec-2020"
"5457","RIVIERA 38","MAR THOMA ROAD","12","Non-landed Properties","1","1700","400 to 500","Dec-2020"
"5458","CITY SUITES","BALESTIER ROAD","12","Non-landed Properties","1","2100","400 to 500","Dec-2020"
"5459","CALARASI","KIM KEAT LANE","12","Non-landed Properties","3","2800","1200 to 1300","Dec-2020"
"5460","THE ELYSIA","MAR THOMA ROAD","12","Non-landed Properties","2","2300","800 to 900","Dec-2020"
"5461","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","2660","900 to 1000","Dec-2020"
"5462","REGAL COURT","KIM KEAT ROAD","12","Non-landed Properties","2","2800","900 to 1000","Dec-2020"
"5463","ST FRANCIS LODGE","ST. FRANCIS ROAD","12","Non-landed Properties","2","2600","1200 to 1300","Dec-2020"
"5464","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","4","4600","1400 to 1500","Dec-2020"
"5465","BALESTIER REGENCY","JALAN AMPAS","12","Non-landed Properties","3","2850","1400 to 1500","Dec-2020"
"5466","NON-LANDED HOUSING DEVELOPMENT","BOON TECK ROAD","12","Non-landed Properties","NA","2800","1200 to 1300","Dec-2020"
"5467","NON-LANDED HOUSING DEVELOPMENT","SERANGOON ROAD","12","Non-landed Properties","NA","2300","800 to 900","Dec-2020"
"5468","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","1","2800","500 to 600","Dec-2020"
"5469","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2700","600 to 700","Dec-2020"
"5470","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","3000","600 to 700","Dec-2020"
"5471","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","1","1900","400 to 500","Dec-2020"
"5472","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","4","5500","1700 to 1800","Dec-2020"
"5473","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2100","400 to 500","Dec-2020"
"5474","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2500","600 to 700","Dec-2020"
"5475","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3000","900 to 1000","Dec-2020"
"5476","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2000","400 to 500","Dec-2020"
"5477","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2400","500 to 600","Dec-2020"
"5478","ROCCA BALESTIER","BALESTIER ROAD","12","Non-landed Properties","3","2600","900 to 1000","Dec-2020"
"5479","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","3","4000","900 to 1000","Dec-2020"
"5480","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","3800","1400 to 1500","Dec-2020"
"5481","BLISS LOFT","KIM KEAT CLOSE","12","Non-landed Properties","2","2350","800 to 900","Dec-2020"
"5482","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT CLOSE","12","Non-landed Properties","3","2500","1000 to 1100","Dec-2020"
"5483","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","3700","1300 to 1400","Dec-2020"
"5484","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","2","3000","1000 to 1100","Dec-2020"
"5485","CITY REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","1900","500 to 600","Dec-2020"
"5486","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","4","5400","1700 to 1800","Dec-2020"
"5487","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","4000","1300 to 1400","Dec-2020"
"5488","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","3","3750","1100 to 1200","Dec-2020"
"5489","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2200","400 to 500","Dec-2020"
"5490","OPAL SUITES","OPAL CRESCENT","12","Non-landed Properties","1","1750","400 to 500","Dec-2020"
"5491","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3000","900 to 1000","Dec-2020"
"5492","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","3100","1100 to 1200","Dec-2020"
"5493","RITZ MANSIONS","BALESTIER ROAD","12","Non-landed Properties","3","2950","1200 to 1300","Dec-2020"
"5494","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","3","3350","900 to 1000","Dec-2020"
"5495","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT LANE","12","Non-landed Properties","3","2300","1400 to 1500","Dec-2020"
"5496","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","3","4250","1300 to 1400","Dec-2020"
"5497","EURO-ASIA APARTMENTS","SERANGOON ROAD","12","Non-landed Properties","NA","2800","1200 to 1300","Dec-2020"
"5498","RITZ MANSIONS","BALESTIER ROAD","12","Non-landed Properties","3","3200","1500 to 1600","Dec-2020"
"5499","PARC HAVEN","LORONG LIMAU","12","Non-landed Properties","3","3500","1400 to 1500","Dec-2020"
"5500","SUMMER GREEN","BOON TECK ROAD","12","Non-landed Properties","3","3000","1200 to 1300","Dec-2020"
"5501","AVA TOWERS","AVA ROAD","12","Non-landed Properties","3","3100","1200 to 1300","Dec-2020"
"5502","NOVA 88","BHAMO ROAD","12","Non-landed Properties","NA","1800","500 to 600","Dec-2020"
"5503","PAPILLON","JALAN RAMA RAMA","12","Non-landed Properties","2","2500","900 to 1000","Dec-2020"
"5504","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2100","500 to 600","Dec-2020"
"5505","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","2","4500","900 to 1000","Dec-2020"
"5506","EURO-ASIA APARTMENTS","SERANGOON ROAD","12","Non-landed Properties","3","2900","1700 to 1800","Dec-2020"
"5507","WAI WING CENTRE","BALESTIER ROAD","12","Non-landed Properties","NA","2250","1200 to 1300","Dec-2020"
"5508","CITY REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","2","2600","800 to 900","Dec-2020"
"5509","BOON TECK LODGE","BOON TECK ROAD","12","Non-landed Properties","NA","2900","1200 to 1300","Dec-2020"
"5510","BOON TECK LODGE","BOON TECK ROAD","12","Non-landed Properties","NA","2900","1600 to 1700","Dec-2020"
"5511","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2500","600 to 700","Dec-2020"
"5512","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","3","3850","1100 to 1200","Dec-2020"
"5513","NOVA 88","BHAMO ROAD","12","Non-landed Properties","2","2700","900 to 1000","Dec-2020"
"5514","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","1","2200","400 to 500","Dec-2020"
"5515","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","2","2250","600 to 700","Dec-2020"
"5516","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","2400","700 to 800","Dec-2020"
"5517","ONE ST MICHAEL'S","ST. MICHAEL'S ROAD","12","Non-landed Properties","2","2700","900 to 1000","Dec-2020"
"5518","EURO-ASIA APARTMENTS","SERANGOON ROAD","12","Non-landed Properties","3","2500","1500 to 1600","Dec-2020"
"5519","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","2","4000","900 to 1000","Dec-2020"
"5520","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","1","2000","400 to 500","Dec-2020"
"5521","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","2","2000","500 to 600","Dec-2020"
"5522","OKIO","BALESTIER ROAD","12","Non-landed Properties","2","2300","500 to 600","Dec-2020"
"5523","THE CENTRIO","IRRAWADDY ROAD","12","Non-landed Properties","1","2400","600 to 700","Dec-2020"
"5524","RITZ MANSIONS","BALESTIER ROAD","12","Non-landed Properties","3","2800","1200 to 1300","Dec-2020"
"5525","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","3250","1100 to 1200","Dec-2020"
"5526","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","2","3000","1000 to 1100","Dec-2020"
"5527","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","NA","1800","300 to 400","Dec-2020"
"5528","CITY SUITES","BALESTIER ROAD","12","Non-landed Properties","1","2300","500 to 600","Nov-2020"
"5529","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","3","3100","1200 to 1300","Nov-2020"
"5530","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2700","600 to 700","Nov-2020"
"5531","PARC HAVEN","LORONG LIMAU","12","Non-landed Properties","NA","1850","400 to 500","Nov-2020"
"5532","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","3","3300","1200 to 1300","Nov-2020"
"5533","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","1","2100","400 to 500","Nov-2020"
"5534","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","2","2500","600 to 700","Nov-2020"
"5535","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2100","400 to 500","Nov-2020"
"5536","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","1","2200","400 to 500","Nov-2020"
"5537","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","2","2950","800 to 900","Nov-2020"
"5538","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","NA","1600","300 to 400","Nov-2020"
"5539","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","4","5000","1700 to 1800","Nov-2020"
"5540","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2300","400 to 500","Nov-2020"
"5541","CITY REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","1750","400 to 500","Nov-2020"
"5542","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","2","2600","700 to 800","Nov-2020"
"5543","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","NA","1800","300 to 400","Nov-2020"
"5544","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2000","700 to 800","Nov-2020"
"5545","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","1","2200","400 to 500","Nov-2020"
"5546","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","1","1850","400 to 500","Nov-2020"
"5547","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","3","3900","1200 to 1300","Nov-2020"
"5548","AIRSTREAM","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","1800","400 to 500","Nov-2020"
"5549","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","2","5300","1000 to 1100","Nov-2020"
"5550","NEEM TREE","JALAN KEMAMAN","12","Non-landed Properties","3","3200","800 to 900","Nov-2020"
"5551","DOMUS","IRRAWADDY ROAD","12","Non-landed Properties","2","2900","900 to 1000","Nov-2020"
"5552","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","3","4100","900 to 1000","Nov-2020"
"5553","DE PARADISO","MARTABAN ROAD","12","Non-landed Properties","2","3000","1100 to 1200","Nov-2020"
"5554","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","4000","1500 to 1600","Nov-2020"
"5555","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2000","500 to 600","Nov-2020"
"5556","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2650","600 to 700","Nov-2020"
"5557","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2500","500 to 600","Nov-2020"
"5558","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","2","3000","1000 to 1100","Nov-2020"
"5559","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2100","400 to 500","Nov-2020"
"5560","CALARASI","KIM KEAT LANE","12","Non-landed Properties","3","2800","1100 to 1200","Nov-2020"
"5561","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","3","4200","1200 to 1300","Nov-2020"
"5562","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","1","1900","500 to 600","Nov-2020"
"5563","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2450","500 to 600","Nov-2020"
"5564","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2900","600 to 700","Nov-2020"
"5565","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","2","3400","900 to 1000","Nov-2020"
"5566","ONE ST MICHAEL'S","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","3400","1100 to 1200","Nov-2020"
"5567","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT LANE","12","Non-landed Properties","3","2500","900 to 1000","Nov-2020"
"5568","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","3","3350","1000 to 1100","Nov-2020"
"5569","THE ABERDEEN","JALAN TAMAN","12","Non-landed Properties","3","3000","1300 to 1400","Nov-2020"
"5570","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2400","800 to 900","Nov-2020"
"5571","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","3","3500","900 to 1000","Nov-2020"
"5572","DE PARADISO","MARTABAN ROAD","12","Non-landed Properties","2","3000","1100 to 1200","Nov-2020"
"5573","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","4","4900","1700 to 1800","Nov-2020"
"5574","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2400","600 to 700","Nov-2020"
"5575","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2700","800 to 900","Nov-2020"
"5576","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","1","2250","400 to 500","Nov-2020"
"5577","D'MIRA","BOON TECK ROAD","12","Non-landed Properties","2","2800","900 to 1000","Nov-2020"
"5578","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","4","4100","1200 to 1300","Nov-2020"
"5579","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","6800","2600 to 2700","Nov-2020"
"5580","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","NA","1580","300 to 400","Nov-2020"
"5581","IRESIDENCES","IRRAWADDY ROAD","12","Non-landed Properties","3","3600","1300 to 1400","Nov-2020"
"5582","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3200","900 to 1000","Nov-2020"
"5583","RITZ MANSIONS","BALESTIER ROAD","12","Non-landed Properties","3","3000","1500 to 1600","Nov-2020"
"5584","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","3","3500","1200 to 1300","Nov-2020"
"5585","NOVA 88","BHAMO ROAD","12","Non-landed Properties","4","4000","1200 to 1300","Nov-2020"
"5586","NEEM TREE","JALAN KEMAMAN","12","Non-landed Properties","1","1800","400 to 500","Nov-2020"
"5587","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","NA","1900","300 to 400","Nov-2020"
"5588","SUITES @ TOPAZ","TOPAZ ROAD","12","Non-landed Properties","1","1700","300 to 400","Nov-2020"
"5589","OKIO","BALESTIER ROAD","12","Non-landed Properties","1","2000","400 to 500","Nov-2020"
"5590","OKIO","BALESTIER ROAD","12","Non-landed Properties","2","2370","500 to 600","Nov-2020"
"5591","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2300","600 to 700","Nov-2020"
"5592","THE MEZZO","BALESTIER ROAD","12","Non-landed Properties","2","2500","800 to 900","Nov-2020"
"5593","CITY SUITES","BALESTIER ROAD","12","Non-landed Properties","1","2000","500 to 600","Nov-2020"
"5594","REGAL COURT","KIM KEAT ROAD","12","Non-landed Properties","2","2400","900 to 1000","Nov-2020"
"5595","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2700","600 to 700","Nov-2020"
"5596","SHAW PLAZA - TWIN HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","3","3500","1400 to 1500","Nov-2020"
"5597","RIVIERA 38","MAR THOMA ROAD","12","Non-landed Properties","2","2350","800 to 900","Nov-2020"
"5598","NEEM TREE","JALAN KEMAMAN","12","Non-landed Properties","2","3000","700 to 800","Nov-2020"
"5599","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","3","5500","1400 to 1500","Nov-2020"
"5600","CITY SUITES","BALESTIER ROAD","12","Non-landed Properties","1","2100","500 to 600","Nov-2020"
"5601","SHAW PLAZA - TWIN HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","3","3400","1400 to 1500","Nov-2020"
"5602","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2600","600 to 700","Nov-2020"
"5603","THE CITRINE","JALAN DATOH","12","Non-landed Properties","3","3200","1100 to 1200","Nov-2020"
"5604","RIO GARDENS","JALAN TAMAN","12","Non-landed Properties","2","2200","900 to 1000","Nov-2020"
"5605","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2000","500 to 600","Nov-2020"
"5606","BLISS LOFT","KIM KEAT CLOSE","12","Non-landed Properties","2","2300","800 to 900","Nov-2020"
"5607","NEEM TREE","JALAN KEMAMAN","12","Non-landed Properties","1","2200","500 to 600","Nov-2020"
"5608","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","2","2400","600 to 700","Nov-2020"
"5609","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","1","2100","500 to 600","Nov-2020"
"5610","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","4","3700","1400 to 1500","Nov-2020"
"5611","RIVIERA 38","MAR THOMA ROAD","12","Non-landed Properties","1","1800","400 to 500","Nov-2020"
"5612","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2700","600 to 700","Nov-2020"
"5613","PINNACLE 16","SHAN ROAD","12","Non-landed Properties","1","2200","500 to 600","Nov-2020"
"5614","SHAW PLAZA - TWIN HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","2","2500","1200 to 1300","Nov-2020"
"5615","PINNACLE 16","SHAN ROAD","12","Non-landed Properties","1","2100","500 to 600","Nov-2020"
"5616","CITY SUITES","BALESTIER ROAD","12","Non-landed Properties","1","3300","1100 to 1200","Nov-2020"
"5617","BALESTIER REGENCY","JALAN AMPAS","12","Non-landed Properties","3","2800","1400 to 1500","Nov-2020"
"5618","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2500","600 to 700","Nov-2020"
"5619","THE TIER","PEGU ROAD","12","Non-landed Properties","1","1950","400 to 500","Nov-2020"
"5620","THE MARQUE @ IRRAWADDY","SHAN ROAD","12","Non-landed Properties","3","3000","1000 to 1100","Nov-2020"
"5621","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2500","500 to 600","Nov-2020"
"5622","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2600","800 to 900","Nov-2020"
"5623","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2100","400 to 500","Nov-2020"
"5624","DOMUS","IRRAWADDY ROAD","12","Non-landed Properties","1","2000","400 to 500","Nov-2020"
"5625","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","1","2100","500 to 600","Nov-2020"
"5626","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","4","4250","1400 to 1500","Nov-2020"
"5627","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","1","2500","500 to 600","Nov-2020"
"5628","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","1","2400","700 to 800","Nov-2020"
"5629","D'MIRA","BOON TECK ROAD","12","Non-landed Properties","4","4250","1500 to 1600","Nov-2020"
"5630","THE BELLEFORTE","AH HOOD ROAD","12","Non-landed Properties","3","3600","1300 to 1400","Nov-2020"
"5631","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","1","1700","400 to 500","Nov-2020"
"5632","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2650","600 to 700","Nov-2020"
"5633","SHAW PLAZA - TWIN HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","2","2780","1200 to 1300","Nov-2020"
"5634","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","2","2200","700 to 800","Nov-2020"
"5635","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","2","2300","500 to 600","Nov-2020"
"5636","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","4","5000","1800 to 1900","Nov-2020"
"5637","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","1","2000","400 to 500","Nov-2020"
"5638","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","4","5150","1800 to 1900","Nov-2020"
"5639","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","1","1800","400 to 500","Nov-2020"
"5640","CRADELS","LORONG LIMAU","12","Non-landed Properties","1","2000","500 to 600","Nov-2020"
"5641","DOMUS","IRRAWADDY ROAD","12","Non-landed Properties","1","2350","400 to 500","Nov-2020"
"5642","OKIO","BALESTIER ROAD","12","Non-landed Properties","2","2300","500 to 600","Nov-2020"
"5643","SHAN GATE APARTMENTS","SHAN ROAD","12","Non-landed Properties","3","3000","1200 to 1300","Nov-2020"
"5644","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","1","1800","500 to 600","Nov-2020"
"5645","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","4","3800","1400 to 1500","Nov-2020"
"5646","8 RAJA","JALAN RAJA UDANG","12","Non-landed Properties","3","4300","1500 to 1600","Nov-2020"
"5647","AMPAS APARTMENT","JALAN AMPAS","12","Non-landed Properties","3","2300","1200 to 1300","Nov-2020"
"5648","NADIA MANSIONS","AH HOOD ROAD","12","Non-landed Properties","4","4300","2200 to 2300","Nov-2020"
"5649","RIO GARDENS","JALAN TAMAN","12","Non-landed Properties","3","2700","1100 to 1200","Nov-2020"
"5650","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","1","2600","700 to 800","Nov-2020"
"5651","PAPILLON","JALAN RAMA RAMA","12","Non-landed Properties","3","3000","1200 to 1300","Nov-2020"
"5652","CRADELS","LORONG LIMAU","12","Non-landed Properties","1","2200","500 to 600","Nov-2020"
"5653","GEM RESIDENCES","LORONG 5 TOA PAYOH","12","Non-landed Properties","1","2200","400 to 500","Nov-2020"
