"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"227","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5498","500 to 600","Apr-2020"
"228","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","300 to 400","Apr-2020"
"229","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","300 to 400","Apr-2020"
"230","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","2950","500 to 600","Apr-2020"
"231","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5691","1000 to 1100","Mar-2020"
"232","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4076","500 to 600","Mar-2020"
"233","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3000","500 to 600","Mar-2020"
"234","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5497","700 to 800","Mar-2020"
"235","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5784","1000 to 1100","Feb-2020"
"236","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","500 to 600","Feb-2020"
"237","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","500 to 600","Feb-2020"
"238","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","10000","2100 to 2200","Jan-2020"
"239","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","2954","400 to 500","Jan-2020"
"240","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3500","400 to 500","Dec-2019"
"241","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4076","500 to 600","Dec-2019"
"242","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3982","500 to 600","Dec-2019"
"243","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","300 to 400","Dec-2019"
"244","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4169","500 to 600","Dec-2019"
"245","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4636","500 to 600","Nov-2019"
"246","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6200","700 to 800","Nov-2019"
"247","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","500 to 600","Nov-2019"
"248","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","4700","600 to 700","Nov-2019"
"249","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","7000","2900 to 3000","Nov-2019"
"250","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5217","600 to 700","Nov-2019"
"251","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4356","500 to 600","Oct-2019"
"252","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3795","400 to 500","Oct-2019"
"253","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5784","1000 to 1100","Oct-2019"
"254","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","4657","1000 to 1100","Oct-2019"
"255","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3017","500 to 600","Oct-2019"
"256","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4543","500 to 600","Oct-2019"
"257","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","9778","2600 to 2700","Oct-2019"
"258","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4076","500 to 600","Oct-2019"
"259","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","300 to 400","Oct-2019"
"260","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6392","1000 to 1100","Oct-2019"
"261","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3500","500 to 600","Oct-2019"
"262","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5000","400 to 500","Oct-2019"
"263","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","9300","2100 to 2200","Oct-2019"
"264","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4356","500 to 600","Sep-2019"
"265","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3795","400 to 500","Sep-2019"
"266","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","3613","600 to 700","Sep-2019"
"267","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5784","1000 to 1100","Sep-2019"
"268","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","300 to 400","Sep-2019"
"269","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5310","700 to 800","Sep-2019"
"270","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","400 to 500","Sep-2019"
"271","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","2850","500 to 600","Sep-2019"
"272","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5291","500 to 600","Sep-2019"
"273","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","4","16500",">3000","Sep-2019"
"274","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","400 to 500","Sep-2019"
"275","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","300 to 400","Sep-2019"
"276","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","13000","2700 to 2800","Sep-2019"
"277","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5400","500 to 600","Sep-2019"
"278","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","300 to 400","Sep-2019"
"279","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","500 to 600","Aug-2019"
"280","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3200","500 to 600","Aug-2019"
"281","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5758","500 to 600","Aug-2019"
"282","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","7560","1100 to 1200","Aug-2019"
"283","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4823","500 to 600","Aug-2019"
"284","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","13500",">3000","Aug-2019"
"285","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5784","1000 to 1100","Jul-2019"
"286","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","10000","2100 to 2200","Jul-2019"
"287","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4823","500 to 600","Jul-2019"
"288","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3100","500 to 600","Jul-2019"
"289","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5000","400 to 500","Jul-2019"
"290","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3235","300 to 400","Jul-2019"
"291","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3795","400 to 500","Jul-2019"
"292","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4543","400 to 500","Jun-2019"
"293","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5010","500 to 600","Jun-2019"
"294","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","1711","300 to 400","Jun-2019"
"295","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3795","400 to 500","Jun-2019"
"296","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4636","500 to 600","Jun-2019"
"297","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","12300","2700 to 2800","Jun-2019"
"298","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5291","500 to 600","May-2019"
"299","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4636","500 to 600","May-2019"
"300","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4356","500 to 600","May-2019"
"301","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","500 to 600","May-2019"
"302","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4823","500 to 600","May-2019"
"303","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5591","600 to 700","Apr-2019"
"304","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3468","300 to 400","Apr-2019"
"305","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","3","5858","1700 to 1800","Apr-2019"
"306","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5784","1000 to 1100","Apr-2019"
"307","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","4960","500 to 600","Apr-2019"
"308","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4048","400 to 500","Apr-2019"
"309","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4636","400 to 500","Apr-2019"
"310","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5784","1000 to 1100","Apr-2019"
"311","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5217","600 to 700","Apr-2019"
"312","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4543","400 to 500","Apr-2019"
"313","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","7000","1000 to 1100","Apr-2019"
"314","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5498","500 to 600","Mar-2019"
"315","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4823","400 to 500","Mar-2019"
"316","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4823","400 to 500","Mar-2019"
"317","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","9000","2100 to 2200","Mar-2019"
"318","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","300 to 400","Mar-2019"
"319","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4636","500 to 600","Feb-2019"
"320","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4356","500 to 600","Feb-2019"
"321","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5010","500 to 600","Feb-2019"
"322","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3468","300 to 400","Feb-2019"
"323","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6251","1100 to 1200","Feb-2019"
"324","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","7000","1000 to 1100","Feb-2019"
"325","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3702","400 to 500","Feb-2019"
"326","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","2650","500 to 600","Jan-2019"
"327","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4636","400 to 500","Jan-2019"
"328","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","6152",">3000","Jan-2019"
"329","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","300 to 400","Jan-2019"
"330","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","400 to 500","Jan-2019"
"331","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4543","400 to 500","Jan-2019"
"332","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","500 to 600","Jan-2019"
"333","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6245","600 to 700","Jan-2019"
"334","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4496","400 to 500","Jan-2019"
"335","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3100","600 to 700","Jan-2019"
"336","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","500 to 600","Dec-2018"
"337","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3468","300 to 400","Dec-2018"
"338","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4964","500 to 600","Dec-2018"
"339","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5000","400 to 500","Dec-2018"
"340","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","4283","1000 to 1100","Dec-2018"
"341","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","4500","600 to 700","Dec-2018"
"342","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4000","500 to 600","Dec-2018"
"343","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","300 to 400","Nov-2018"
"344","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3000","500 to 600","Nov-2018"
"345","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6200","700 to 800","Nov-2018"
"346","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4076","400 to 500","Nov-2018"
"347","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4169","500 to 600","Nov-2018"
"348","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3100","600 to 700","Nov-2018"
"349","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5217","600 to 700","Nov-2018"
"350","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4000","500 to 600","Nov-2018"
"351","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","7000","1000 to 1100","Oct-2018"
"352","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","9500","2200 to 2300","Oct-2018"
"353","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","3800","700 to 800","Oct-2018"
"354","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4496","400 to 500","Oct-2018"
"355","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5217","600 to 700","Oct-2018"
"356","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4000","500 to 600","Oct-2018"
"357","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","500 to 600","Oct-2018"
"358","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","500 to 600","Oct-2018"
"359","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4543","400 to 500","Sep-2018"
"360","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","300 to 400","Sep-2018"
"361","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","500 to 600","Sep-2018"
"362","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5010","500 to 600","Sep-2018"
"363","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5310","700 to 800","Sep-2018"
"364","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","400 to 500","Sep-2018"
"365","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3468","300 to 400","Sep-2018"
"366","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3468","300 to 400","Sep-2018"
"367","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4636","400 to 500","Sep-2018"
"368","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4000","500 to 600","Sep-2018"
"369","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4000","500 to 600","Aug-2018"
"370","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4500","500 to 600","Aug-2018"
"371","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","300 to 400","Aug-2018"
"372","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","500 to 600","Jul-2018"
"373","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4730","500 to 600","Jul-2018"
"374","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","500 to 600","Jul-2018"
"375","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","500 to 600","Jun-2018"
"376","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3500","400 to 500","Jun-2018"
"377","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4500","400 to 500","Jun-2018"
"378","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","300 to 400","Jun-2018"
"379","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","9500","2100 to 2200","Jun-2018"
"380","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5600","500 to 600","Jun-2018"
"381","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4496","400 to 500","May-2018"
"382","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3500","400 to 500","May-2018"
"383","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5600","500 to 600","May-2018"
"384","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5150","400 to 500","May-2018"
"385","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4450","400 to 500","May-2018"
"386","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5600","500 to 600","May-2018"
"387","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","7279","1000 to 1100","May-2018"
"388","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4000","500 to 600","May-2018"
"389","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","8600","2100 to 2200","May-2018"
"390","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","7000","1000 to 1100","Apr-2018"
"391","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4169","400 to 500","Apr-2018"
"392","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5010","500 to 600","Apr-2018"
"393","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4730","500 to 600","Apr-2018"
"394","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5600","500 to 600","Apr-2018"
"395","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4200","300 to 400","Apr-2018"
"396","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","300 to 400","Apr-2018"
"397","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5500","500 to 600","Apr-2018"
"398","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","500 to 600","Mar-2018"
"399","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","500 to 600","Mar-2018"
"400","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5189","700 to 800","Mar-2018"
"401","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6245","600 to 700","Mar-2018"
"402","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6719","1100 to 1200","Mar-2018"
"403","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3200","500 to 600","Mar-2018"
"404","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","4500","800 to 900","Mar-2018"
"405","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","300 to 400","Mar-2018"
"406","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4500","500 to 600","Mar-2018"
"407","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4169","400 to 500","Mar-2018"
"408","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4356","500 to 600","Feb-2018"
"409","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3500","400 to 500","Feb-2018"
"410","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","300 to 400","Feb-2018"
"411","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5600","500 to 600","Jan-2018"
"412","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4356","400 to 500","Jan-2018"
"413","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","4","16000",">3000","Jan-2018"
"414","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6719","1100 to 1200","Dec-2017"
"415","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3200","300 to 400","Dec-2017"
"416","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","300 to 400","Dec-2017"
"417","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6700","1000 to 1100","Dec-2017"
"418","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4777","400 to 500","Nov-2017"
"419","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","300 to 400","Nov-2017"
"420","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6200","700 to 800","Nov-2017"
"421","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","300 to 400","Nov-2017"
"422","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","2900","600 to 700","Nov-2017"
"423","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6700","1000 to 1100","Nov-2017"
"424","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4169","400 to 500","Nov-2017"
"425","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5217","600 to 700","Nov-2017"
"426","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5200","600 to 700","Nov-2017"
"427","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6700","1000 to 1100","Nov-2017"
"428","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3800","500 to 600","Oct-2017"
"429","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4500","500 to 600","Oct-2017"
"430","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","10000","2600 to 2700","Oct-2017"
"431","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6700","1000 to 1100","Oct-2017"
"432","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4500","500 to 600","Oct-2017"
"433","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4200","300 to 400","Oct-2017"
"434","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3422","500 to 600","Oct-2017"
"435","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5787","700 to 800","Oct-2017"
"436","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5217","600 to 700","Sep-2017"
"437","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5189","700 to 800","Sep-2017"
"438","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","2850","500 to 600","Sep-2017"
"439","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3200","300 to 400","Sep-2017"
"440","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","4","16500",">3000","Sep-2017"
"441","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4356","400 to 500","Sep-2017"
"442","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","14200","2700 to 2800","Sep-2017"
"443","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5787","700 to 800","Sep-2017"
"444","EDEN RESIDENCES CAPITOL","STAMFORD ROAD","06","Non-landed Properties","3","14500",">3000","Sep-2017"
"445","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5104","500 to 600","Sep-2017"
"446","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","6700","1000 to 1100","Sep-2017"
"447","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4823","500 to 600","Aug-2017"
"448","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4823","500 to 600","Aug-2017"
"449","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","5000","400 to 500","Aug-2017"
"450","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","3889","300 to 400","Aug-2017"
"451","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","5155","600 to 700","Aug-2017"
"452","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","2","3674","1000 to 1100","Aug-2017"
"453","HIGH STREET CENTRE","NORTH BRIDGE ROAD","06","Non-landed Properties","1","4356","400 to 500","Aug-2017"
