"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"6062","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","2","2800","900 to 1000","Sep-2020"
"6063","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","4","3000","1500 to 1600","Sep-2020"
"6064","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","1","2050","400 to 500","Sep-2020"
"6065","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3800","1200 to 1300","Sep-2020"
"6066","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","1950","400 to 500","Sep-2020"
"6067","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Sep-2020"
"6068","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2200","900 to 1000","Sep-2020"
"6069","ELIAS GREEN","ELIAS GREEN","18","Non-landed Properties","NA","2900","1500 to 1600","Sep-2020"
"6070","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","4","3000","1300 to 1400","Sep-2020"
"6071","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","1750","400 to 500","Sep-2020"
"6072","TROPICAL SPRING","SIMEI STREET 4","18","Non-landed Properties","3","3000","1300 to 1400","Sep-2020"
"6073","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","3000","800 to 900","Sep-2020"
"6074","STRATUM","ELIAS ROAD","18","Non-landed Properties","3","3200","1300 to 1400","Sep-2020"
"6075","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2600","700 to 800","Sep-2020"
"6076","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","5500","2000 to 2100","Sep-2020"
"6077","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6078","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6079","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","1650","400 to 500","Sep-2020"
"6080","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","4","3600","1400 to 1500","Sep-2020"
"6081","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","4","4100","2000 to 2100","Sep-2020"
"6082","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","2800","1100 to 1200","Sep-2020"
"6083","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","2","2300","700 to 800","Sep-2020"
"6084","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","3100","1300 to 1400","Sep-2020"
"6085","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","4","4000","1300 to 1400","Sep-2020"
"6086","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2050","700 to 800","Sep-2020"
"6087","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","1","1850","400 to 500","Sep-2020"
"6088","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2000","500 to 600","Sep-2020"
"6089","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","2","1350","900 to 1000","Sep-2020"
"6090","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2350","1000 to 1100","Sep-2020"
"6091","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2900","900 to 1000","Sep-2020"
"6092","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2600","700 to 800","Sep-2020"
"6093","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","2","2050","600 to 700","Sep-2020"
"6094","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2400","800 to 900","Sep-2020"
"6095","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","1","1850","400 to 500","Sep-2020"
"6096","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2400","900 to 1000","Sep-2020"
"6097","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2000","700 to 800","Sep-2020"
"6098","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6099","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","2500","700 to 800","Sep-2020"
"6100","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","4","2500","1200 to 1300","Sep-2020"
"6101","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","3000","900 to 1000","Sep-2020"
"6102","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","4","3500","1400 to 1500","Sep-2020"
"6103","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","1","1800","500 to 600","Sep-2020"
"6104","SEA ESTA","PASIR RIS LINK","18","Non-landed Properties","2","1900","800 to 900","Sep-2020"
"6105","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","3","2600","1300 to 1400","Sep-2020"
"6106","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","3","2900","1600 to 1700","Sep-2020"
"6107","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2800","900 to 1000","Sep-2020"
"6108","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6109","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","3","2200","900 to 1000","Sep-2020"
"6110","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","2","2400","1000 to 1100","Sep-2020"
"6111","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","3","2500","900 to 1000","Sep-2020"
"6112","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","2700","1000 to 1100","Sep-2020"
"6113","THE ALPS RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","1950","500 to 600","Sep-2020"
"6114","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2400","900 to 1000","Sep-2020"
"6115","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2100","700 to 800","Sep-2020"
"6116","THE ALPS RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","2200","400 to 500","Sep-2020"
"6117","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","4","3300","1300 to 1400","Sep-2020"
"6118","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","1800","500 to 600","Sep-2020"
"6119","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","3","2850","1200 to 1300","Sep-2020"
"6120","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2300","700 to 800","Sep-2020"
"6121","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2600","900 to 1000","Sep-2020"
"6122","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2100","500 to 600","Sep-2020"
"6123","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","1700","500 to 600","Sep-2020"
"6124","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","4","5200","2600 to 2700","Sep-2020"
"6125","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6126","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2180","500 to 600","Sep-2020"
"6127","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","1850","500 to 600","Sep-2020"
"6128","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","3","2850","900 to 1000","Sep-2020"
"6129","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2350","700 to 800","Sep-2020"
"6130","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2500","1000 to 1100","Sep-2020"
"6131","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","1800","400 to 500","Sep-2020"
"6132","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2300","700 to 800","Sep-2020"
"6133","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","3","3000","1100 to 1200","Sep-2020"
"6134","THE ALPS RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","2350","600 to 700","Sep-2020"
"6135","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","2400","1000 to 1100","Sep-2020"
"6136","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","4","3300","1300 to 1400","Sep-2020"
"6137","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","2","2300","600 to 700","Sep-2020"
"6138","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","4","1800","1500 to 1600","Sep-2020"
"6139","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","1850","500 to 600","Sep-2020"
"6140","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3700","1600 to 1700","Sep-2020"
"6141","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","2500","1100 to 1200","Sep-2020"
"6142","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","3","2750","1200 to 1300","Sep-2020"
"6143","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","1750","500 to 600","Sep-2020"
"6144","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2500","700 to 800","Sep-2020"
"6145","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6146","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","2000","400 to 500","Sep-2020"
"6147","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","1800","400 to 500","Sep-2020"
"6148","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2200","900 to 1000","Sep-2020"
"6149","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","1700","500 to 600","Sep-2020"
"6150","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","2","2200","1000 to 1100","Sep-2020"
"6151","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2100","700 to 800","Sep-2020"
"6152","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","2230","800 to 900","Sep-2020"
"6153","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","4","3000","1200 to 1300","Sep-2020"
"6154","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","3","2500","1100 to 1200","Sep-2020"
"6155","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","4","3150","1800 to 1900","Sep-2020"
"6156","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3800","1200 to 1300","Sep-2020"
"6157","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2100","700 to 800","Sep-2020"
"6158","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","2","2100","900 to 1000","Sep-2020"
"6159","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","4","4000","1500 to 1600","Sep-2020"
"6160","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2900","1300 to 1400","Sep-2020"
"6161","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","5","6500","2600 to 2700","Sep-2020"
"6162","THE TROPICA","TAMPINES AVENUE 1","18","Non-landed Properties","4","3500","1400 to 1500","Sep-2020"
"6163","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","2950","1100 to 1200","Sep-2020"
"6164","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2100","900 to 1000","Sep-2020"
"6165","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2400","900 to 1000","Sep-2020"
"6166","STRATUM","ELIAS ROAD","18","Non-landed Properties","3","2500","1000 to 1100","Sep-2020"
"6167","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3350","1300 to 1400","Sep-2020"
"6168","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","1800","800 to 900","Sep-2020"
"6169","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2050","700 to 800","Sep-2020"
"6170","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","2","2600","900 to 1000","Sep-2020"
"6171","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6172","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2150","900 to 1000","Sep-2020"
"6173","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2500","700 to 800","Sep-2020"
"6174","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","1600","500 to 600","Sep-2020"
"6175","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","4","3700","1300 to 1400","Sep-2020"
"6176","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","1900","700 to 800","Sep-2020"
"6177","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","3","2400","1000 to 1100","Sep-2020"
"6178","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2250","900 to 1000","Sep-2020"
"6179","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","3","2500","1200 to 1300","Sep-2020"
"6180","TROPICAL SPRING","SIMEI STREET 4","18","Non-landed Properties","2","2700","1000 to 1100","Sep-2020"
"6181","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","4","3900","1400 to 1500","Sep-2020"
"6182","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2000","900 to 1000","Sep-2020"
"6183","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","4","3200","1400 to 1500","Sep-2020"
"6184","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","3","2600","1000 to 1100","Sep-2020"
"6185","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","1","1700","600 to 700","Sep-2020"
"6186","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","3","3000","1200 to 1300","Sep-2020"
"6187","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","3","2600","1100 to 1200","Sep-2020"
"6188","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","4","3550","1300 to 1400","Sep-2020"
"6189","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6190","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","NA","1950","500 to 600","Sep-2020"
"6191","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","3000","1100 to 1200","Sep-2020"
"6192","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6193","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","3","2400","1100 to 1200","Sep-2020"
"6194","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","2","2250","700 to 800","Sep-2020"
"6195","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2260","700 to 800","Sep-2020"
"6196","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","1850","500 to 600","Sep-2020"
"6197","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","2400","1100 to 1200","Sep-2020"
"6198","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","2500","1200 to 1300","Sep-2020"
"6199","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","1700","500 to 600","Sep-2020"
"6200","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2900","900 to 1000","Sep-2020"
"6201","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2625","1000 to 1100","Sep-2020"
"6202","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Sep-2020"
"6203","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","3000","900 to 1000","Sep-2020"
"6204","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","3","2400","1200 to 1300","Sep-2020"
"6205","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2600","1300 to 1400","Sep-2020"
"6206","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Sep-2020"
"6207","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2100","700 to 800","Sep-2020"
"6208","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2600","800 to 900","Sep-2020"
"6209","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2100","500 to 600","Sep-2020"
"6210","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2550","1000 to 1100","Sep-2020"
"6211","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","2700","900 to 1000","Sep-2020"
"6212","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","4","2500","1300 to 1400","Sep-2020"
"6213","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","2","2600","900 to 1000","Sep-2020"
"6214","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3200","1300 to 1400","Sep-2020"
"6215","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2150","1000 to 1100","Sep-2020"
"6216","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","1","2000","1000 to 1100","Sep-2020"
"6217","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","2500","900 to 1000","Sep-2020"
"6218","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Sep-2020"
"6219","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2600","1000 to 1100","Sep-2020"
"6220","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2000","700 to 800","Sep-2020"
"6221","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","2","2200","900 to 1000","Sep-2020"
"6222","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2450","500 to 600","Sep-2020"
"6223","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","1","1800","400 to 500","Sep-2020"
"6224","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2000","700 to 800","Sep-2020"
"6225","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","3","2600","1000 to 1100","Sep-2020"
"6226","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2400","700 to 800","Sep-2020"
"6227","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","3000","1300 to 1400","Sep-2020"
"6228","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2800","1300 to 1400","Sep-2020"
"6229","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2100","900 to 1000","Sep-2020"
"6230","STRATUM","ELIAS ROAD","18","Non-landed Properties","2","2000","700 to 800","Sep-2020"
"6231","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","3200","1300 to 1400","Sep-2020"
"6232","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2800","1300 to 1400","Sep-2020"
"6233","TROPICAL SPRING","SIMEI STREET 4","18","Non-landed Properties","3","3300","1300 to 1400","Sep-2020"
"6234","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2200","700 to 800","Sep-2020"
"6235","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","2","2100","700 to 800","Sep-2020"
"6236","THE ALPS RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","2000","500 to 600","Sep-2020"
"6237","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6238","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2500","800 to 900","Sep-2020"
"6239","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2150","900 to 1000","Sep-2020"
"6240","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6241","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2100","700 to 800","Sep-2020"
"6242","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2300","900 to 1000","Sep-2020"
"6243","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","2400","1000 to 1100","Sep-2020"
"6244","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","2300","700 to 800","Aug-2020"
"6245","THE ALPS RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","2300","600 to 700","Aug-2020"
"6246","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3600","1200 to 1300","Aug-2020"
"6247","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2800","1300 to 1400","Aug-2020"
"6248","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","2","2000","800 to 900","Aug-2020"
"6249","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","1700","500 to 600","Aug-2020"
"6250","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2200","700 to 800","Aug-2020"
"6251","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","2400","700 to 800","Aug-2020"
"6252","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2500","1000 to 1100","Aug-2020"
"6253","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","3","2800","1700 to 1800","Aug-2020"
"6254","STRATUM","ELIAS ROAD","18","Non-landed Properties","NA","1600","400 to 500","Aug-2020"
"6255","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2250","900 to 1000","Aug-2020"
"6256","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2200","400 to 500","Aug-2020"
"6257","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","4","3100","1200 to 1300","Aug-2020"
"6258","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","1900","500 to 600","Aug-2020"
"6259","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","1900","500 to 600","Aug-2020"
"6260","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2400","700 to 800","Aug-2020"
"6261","THE ALPS RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","2250","600 to 700","Aug-2020"
"6262","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","4","3500","1900 to 2000","Aug-2020"
"6263","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","3","2500","1000 to 1100","Aug-2020"
"6264","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2500","700 to 800","Aug-2020"
"6265","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2500","700 to 800","Aug-2020"
"6266","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2500","900 to 1000","Aug-2020"
"6267","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","1800","400 to 500","Aug-2020"
"6268","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2000","700 to 800","Aug-2020"
"6269","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","3","2600","1100 to 1200","Aug-2020"
"6270","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Aug-2020"
"6271","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2050","500 to 600","Aug-2020"
"6272","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","3","2500","1200 to 1300","Aug-2020"
"6273","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","2","2500","900 to 1000","Aug-2020"
"6274","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2800","800 to 900","Aug-2020"
"6275","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","2","2400","800 to 900","Aug-2020"
"6276","MODENA","SIMEI STREET 4","18","Non-landed Properties","3","3000","1400 to 1500","Aug-2020"
"6277","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2100","700 to 800","Aug-2020"
"6278","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","1800","400 to 500","Aug-2020"
"6279","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","3","2900","1200 to 1300","Aug-2020"
"6280","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2800","800 to 900","Aug-2020"
"6281","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2200","900 to 1000","Aug-2020"
"6282","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2150","900 to 1000","Aug-2020"
"6283","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","3","2600","1200 to 1300","Aug-2020"
"6284","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2300","1000 to 1100","Aug-2020"
"6285","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","3","2600","1000 to 1100","Aug-2020"
"6286","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","2","2300","900 to 1000","Aug-2020"
"6287","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","3","2600","900 to 1000","Aug-2020"
"6288","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","1600","800 to 900","Aug-2020"
"6289","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","3","4000","1000 to 1100","Aug-2020"
"6290","SEA ESTA","PASIR RIS LINK","18","Non-landed Properties","3","2800","900 to 1000","Aug-2020"
"6291","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","2","2800","1000 to 1100","Aug-2020"
"6292","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","2500","1100 to 1200","Aug-2020"
"6293","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2150","900 to 1000","Aug-2020"
"6294","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","2","2600","900 to 1000","Aug-2020"
"6295","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2450","900 to 1000","Aug-2020"
"6296","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2500","900 to 1000","Aug-2020"
"6297","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2000","700 to 800","Aug-2020"
"6298","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2350","700 to 800","Aug-2020"
"6299","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2400","800 to 900","Aug-2020"
"6300","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Aug-2020"
"6301","THE ALPS RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","2500","600 to 700","Aug-2020"
"6302","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2200","900 to 1000","Aug-2020"
"6303","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","2000","400 to 500","Aug-2020"
"6304","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","3","2800","1000 to 1100","Aug-2020"
"6305","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","3","2600","1100 to 1200","Aug-2020"
